sample_id,dataset,subdataset,label,source_file,n_wavelengths,nm_400,nm_410,nm_420,nm_430,nm_440,nm_450,nm_460,nm_470,nm_480,nm_490,nm_500,nm_510,nm_520,nm_530,nm_540,nm_550,nm_560,nm_570,nm_580,nm_590,nm_600,nm_610,nm_620,nm_630,nm_640,nm_650,nm_660,nm_670,nm_680,nm_690,nm_700
paper_spectra__cardboardsce__0101,paper_spectra,cardboardsce,cardboardsce_0101,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,48.54,47.53,46.17,44.85,43.6,43.01,42.92,42.99,43.35,44.14,45.12,46.01,46.57,46.58,46.11,45.65,45.83,46.5,47.05,46.8,45.41,43.39,41.82,41.36,41.69,42.2,42.3,42,41.93,42.86,44.98
paper_spectra__cardboardsce__0102,paper_spectra,cardboardsce,cardboardsce_0102,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,49.07,48.13,46.84,45.56,44.38,43.82,43.74,43.83,44.14,44.89,45.8,46.62,47.16,47.14,46.71,46.27,46.42,47.1,47.67,47.44,46.09,44.18,42.66,42.18,42.5,43.06,43.18,42.93,42.96,43.94,46.05
paper_spectra__cardboardsce__0103,paper_spectra,cardboardsce,cardboardsce_0103,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,67.47,76.08,82.65,85.01,85.97,85.86,85.5,85.49,85.46,85.42,85.42,85.54,85.48,85.53,85.62,85.73,85.84,85.81,85.87,86.01,86.13,86.16,86.23,86.31,86.31,86.37,86.43,86.46,86.36,86.5,86.48
paper_spectra__cardboardsce__0104,paper_spectra,cardboardsce,cardboardsce_0104,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,68.38,77.28,84.37,87.12,88.39,88.55,88.42,88.61,88.83,88.98,89.18,89.5,89.61,89.77,90.04,90.4,90.7,90.91,91.21,91.53,91.8,91.98,92.22,92.49,92.66,92.9,93.07,93.1,93.12,93.4,93.53
paper_spectra__cardboardsce__0105,paper_spectra,cardboardsce,cardboardsce_0105,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,48.66,66.34,79.05,82.66,83.52,82.99,82.31,82.06,81.89,81.75,81.67,81.74,81.58,81.7,81.86,81.95,82.06,82.12,82.18,82.31,82.45,82.44,82.47,82.56,82.54,82.56,82.58,82.63,82.55,82.63,82.64
paper_spectra__cardboardsce__0106,paper_spectra,cardboardsce,cardboardsce_0106,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,48.54,66.61,80.18,84.67,86.04,85.83,85.4,85.4,85.52,85.58,85.75,86.08,86.12,86.54,86.89,87.27,87.64,87.89,88.17,88.52,88.86,89.03,89.25,89.51,89.66,89.84,90.02,90.19,90.26,90.51,90.64
paper_spectra__cardboardsce__0107,paper_spectra,cardboardsce,cardboardsce_0107,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,25.15,51.21,83.83,102.63,106.95,103.05,98.14,95.41,93.33,91.27,90.05,89.08,87.83,87.24,87.01,86.93,86.84,86.74,86.82,87.01,87.19,87.23,87.33,87.47,87.52,87.64,87.71,87.82,87.79,87.9,87.92
paper_spectra__cardboardsce__0108,paper_spectra,cardboardsce,cardboardsce_0108,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,25.8,51.88,84.53,103.96,109.12,105.68,100.98,98.48,96.42,94.5,93.34,92.43,91.26,90.63,90.42,90.33,90.38,90.36,90.5,90.93,91.3,91.52,91.74,92.03,92.27,92.55,92.77,93.01,93.09,93.31,93.41
paper_spectra__cardboardsce__0109,paper_spectra,cardboardsce,cardboardsce_0109,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,52.07,60.38,66.66,68.81,70.01,70.38,70.51,70.91,71.12,70.94,70.43,69.92,69.13,68.35,67.85,67.59,67.44,67.22,66.82,66.35,65.78,65.47,65.66,66.33,67.2,68.37,69.85,71.9,74.18,76.46,78.64
paper_spectra__cardboardsce__0110,paper_spectra,cardboardsce,cardboardsce_0110,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,51.67,59.9,66.08,68.17,69.36,69.74,69.85,70.2,70.44,70.26,69.77,69.29,68.49,67.77,67.29,67.1,67.07,66.89,66.54,66.14,65.64,65.32,65.54,66.2,66.99,68.16,69.59,71.5,73.75,76.1,78.37
paper_spectra__cardboardsce__0111,paper_spectra,cardboardsce,cardboardsce_0111,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,65.91,73.95,80.34,83,84.44,84.87,84.96,85.35,85.69,85.92,86.17,86.49,86.56,86.72,86.96,87.18,87.35,87.44,87.61,87.84,88.05,88.13,88.23,88.42,88.54,88.62,88.7,88.83,88.79,88.93,88.96
paper_spectra__cardboardsce__0112,paper_spectra,cardboardsce,cardboardsce_0112,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,67.12,75.17,81.46,84.09,85.61,86.16,86.4,86.87,87.29,87.67,88.03,88.48,88.64,88.88,89.15,89.52,89.85,90.05,90.33,90.69,91.01,91.19,91.41,91.7,91.93,92.15,92.35,92.55,92.55,92.76,92.86
paper_spectra__cardboardsce__0113,paper_spectra,cardboardsce,cardboardsce_0113,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,49.74,57.51,63,64.56,65.29,65.27,65.51,66.21,66.54,66.36,65.93,65.56,65.03,64.65,64.56,65.02,65.96,66.74,67.15,67.18,66.85,66.61,66.75,67.27,67.92,68.75,69.66,70.92,72.48,74.26,75.98
paper_spectra__cardboardsce__0114,paper_spectra,cardboardsce,cardboardsce_0114,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,49.91,57.61,62.99,64.52,65.31,65.32,65.54,66.26,66.63,66.44,65.96,65.66,65.15,64.71,64.62,65.08,66.02,66.8,67.19,67.21,66.92,66.64,66.81,67.32,67.97,68.83,69.75,71.02,72.68,74.59,76.45
paper_spectra__cardboardsce__0115,paper_spectra,cardboardsce,cardboardsce_0115,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,44.7,57.67,69.06,73.28,74.5,73.89,72.9,72.47,72.14,71.84,71.75,71.87,71.75,71.88,72.13,72.13,71.7,71.12,70.78,70.76,70.76,70.68,70.88,71.41,71.93,72.39,72.66,72.69,72.54,72.62,72.8
paper_spectra__cardboardsce__0116,paper_spectra,cardboardsce,cardboardsce_0116,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,44.4,58.49,71.14,76.01,77.42,76.76,75.7,75.23,74.87,74.52,74.48,74.67,74.64,74.88,75.26,75.41,75.21,74.78,74.48,74.51,74.56,74.56,74.76,75.26,75.74,76.2,76.42,76.51,76.41,76.51,76.67
paper_spectra__cardboardsce__0117,paper_spectra,cardboardsce,cardboardsce_0117,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,23.91,47.83,78.17,95.54,99.82,97.2,93.33,91.1,89.31,87.42,86.09,84.99,83.53,82.62,82.08,81.67,81.39,81.12,81.12,81.54,82.16,82.78,83.63,84.65,85.59,86.46,87.15,87.73,87.99,88.29,88.49
paper_spectra__cardboardsce__0118,paper_spectra,cardboardsce,cardboardsce_0118,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,17.01,41.87,76.36,98.15,103.91,100.95,96.42,93.8,91.57,89.3,87.64,86.2,84.5,83.23,82.4,81.84,81.43,81.09,81.11,81.6,82.37,83.22,84.36,85.76,87.18,88.62,89.74,90.69,91.42,91.99,92.37
paper_spectra__cardboardsce__0119,paper_spectra,cardboardsce,cardboardsce_0119,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,60.82,60.52,59.85,59.07,58.34,58.2,58.41,58.79,59.5,60.77,62.47,64.29,65.68,66.32,66.59,66.93,67.59,68.31,68.83,68.85,68.27,67.34,66.67,66.54,66.73,67.09,67.4,67.63,67.93,68.82,70.19
paper_spectra__cardboardsce__0120,paper_spectra,cardboardsce,cardboardsce_0120,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,61.79,61.46,60.71,59.89,59.21,59.06,59.24,59.63,60.4,61.63,63.36,65.22,66.63,67.35,67.64,68.02,68.77,69.56,70.11,70.1,69.45,68.46,67.69,67.51,67.76,68.2,68.49,68.72,69.12,70.1,71.62
paper_spectra__cardboardsce__0121,paper_spectra,cardboardsce,cardboardsce_0121,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,26.93,25.15,24.09,24.32,25.73,28.48,33.33,41.67,53.28,64.48,71.89,74.57,73.64,71.05,67.3,62.26,56.27,50.73,45.92,42.18,39.26,37.28,36.75,37.57,38.85,39.52,38.46,36.88,37.58,41.4,46.95
paper_spectra__cardboardsce__0122,paper_spectra,cardboardsce,cardboardsce_0122,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,26.67,24.9,23.85,24.13,25.51,28.21,33.07,41.38,52.94,64.15,71.68,74.51,73.52,70.81,67.05,61.99,55.97,50.5,45.73,42.01,39.1,37.05,36.58,37.37,38.56,39.18,38.12,36.55,37.2,40.97,46.52
paper_spectra__cardboardsce__0123,paper_spectra,cardboardsce,cardboardsce_0123,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,6.42,6.23,6.24,6.67,7.63,9.24,12.36,18.65,29.35,42.24,53.7,60.52,62.74,63.1,63.36,63.24,61.13,57.36,53.29,49.51,45.84,42.71,41.39,41.51,42.13,42.08,39.73,35.67,34.03,37.42,44.59
paper_spectra__cardboardsce__0124,paper_spectra,cardboardsce,cardboardsce_0124,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,6.38,6.18,6.18,6.63,7.6,9.21,12.31,18.52,29.03,41.73,53.12,59.96,62.28,62.66,62.93,62.8,60.67,56.85,52.83,49.06,45.41,42.33,41,41.08,41.7,41.66,39.3,35.28,33.65,36.99,44.1
paper_spectra__cardboardsce__0125,paper_spectra,cardboardsce,cardboardsce_0125,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,8.33,8,7.79,7.93,8.39,9.16,10.24,11.71,13.79,16.34,18.8,20.14,20.04,19.02,17.68,16.01,14.21,12.66,11.27,10.16,9.27,8.68,8.52,8.64,8.9,9.17,9.2,9.28,9.94,11.63,14.56
