L,h,C_max
4,339,29.4799804688
4,342,28.6743164062
4,345,27.9968261719
4,348,27.4475097656
4,351,26.9897460938
4,354,26.6052246094
4,357,26.3122558594
4,360,26.0925292969
5,0,30.46875
5,3,30.322265625
5,6,30.2673339844
5,9,30.2856445312
5,12,30.3955078125
5,15,30.5969238281
5,18,27.8869628906
5,21,24.0234375
5,24,21.1486816406
5,27,18.9331054688
5,30,17.1936035156
5,33,15.7836914062
5,36,14.6118164062
5,39,13.6413574219
5,42,12.8356933594
5,45,12.1398925781
5,48,11.5539550781
5,51,11.0412597656
5,54,10.6018066406
5,57,10.2355957031
5,60,9.90600585938
5,63,9.63134765625
5,66,9.39331054688
5,69,9.19189453125
5,72,9.0087890625
5,75,8.88061523438
5,78,8.77075195312
5,81,8.67919921875
5,84,8.62426757812
5,87,8.58764648438
5,90,8.5693359375
5,93,8.58764648438
5,96,8.60595703125
5,99,8.67919921875
5,102,8.75244140625
5,105,8.8623046875
5,108,9.0087890625
5,111,9.17358398438
5,114,9.375
5,117,9.61303710938
5,120,9.8876953125
5,123,10.1989746094
5,126,10.5834960938
5,129,11.0046386719
5,132,11.4990234375
5,135,12.0666503906
5,138,12.744140625
5,141,13.5131835938
5,144,14.4104003906
5,147,15.4357910156
5,150,16.5710449219
5,153,17.7429199219
5,156,18.8232421875
5,159,19.775390625
5,162,20.4528808594
5,165,20.80078125
5,168,20.9838867188
5,171,21.0571289062
5,174,21.1120605469
5,177,21.1669921875
5,180,21.240234375
5,183,21.3500976562
5,186,21.4782714844
5,189,21.6613769531
5,192,21.8811035156
5,195,22.1557617188
5,198,22.4853515625
5,201,22.8515625
5,204,23.3093261719
5,207,23.8220214844
5,210,24.4079589844
5,213,25.048828125
5,216,25.7995605469
5,219,26.6235351562
5,222,27.5573730469
5,225,28.6010742188
5,228,29.7729492188
5,231,31.0546875
5,234,32.5012207031
5,237,34.0759277344
5,240,35.8520507812
5,243,37.7746582031
5,246,39.8620605469
5,249,42.1691894531
5,252,44.677734375
5,255,47.3876953125
5,258,50.2990722656
5,261,53.4301757812
5,264,56.7993164062
5,267,60.4064941406
5,270,64.2517089844
5,273,68.3715820312
5,276,72.802734375
5,279,77.5268554688
5,282,82.8186035156
5,285,89.1357421875
5,288,96.7529296875
5,291,106.127929688
5,294,117.938232422
5,297,126.672363281
5,300,122.296142578
5,303,106.402587891
5,306,83.3312988281
5,309,68.6645507812
